"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
347255,NA,"NC_012633, NC_012634","Rickettsia africae ESF-5","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Rickettsia africae",35788,"species"
283166,NA,"NC_005956","Bartonella henselae str. Houston-1","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Bartonella henselae",38323,"species"
283165,NA,"NC_005955","Bartonella quintana str. Toulouse","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Bartonella quintana",803,"species"
406817,NA,"NC_014170, NC_014228","Xenorhabdus nematophila ATCC 19061","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xenorhabdus nematophila",628,"species"
439851,NA,"NC_011204, NC_011205","Salmonella enterica subsp. enterica serovar Dublin str. CT_02021853","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Salmonella enterica",28901,"species"
397945,NA,"NC_008752","Acidovorax citrulli AAC00-1","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Acidovorax citrulli",80869,"species"
643561,NA,"NC_015138","Acidovorax avenae subsp. avenae ATCC 19860","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Acidovorax avenae",80867,"species"
316273,NA,"NC_007504, NC_007505, NC_007506, NC_007507, NC_007508","Xanthomonas campestris pv. vesicatoria str. 85-10","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xanthomonas euvesicatoria",456327,"species"
382640,NA,"NC_010160, NC_010161","Bartonella tribocorum CIP 105476","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Bartonella tribocorum",85701,"species"
190485,NA,"NC_003902","Xanthomonas campestris pv. campestris str. ATCC 33913","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xanthomonas campestris",339,"species"
183190,NA,"NC_004554, NC_004556","Xylella fastidiosa Temecula1","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xylella fastidiosa",2371,"species"
314565,NA,"NC_007086","Xanthomonas campestris pv. campestris str. 8004","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xanthomonas campestris",339,"species"
706191,NA,"NC_013956","Pantoea ananatis LMG 20103","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Pantoea ananatis",553,"species"
522373,NA,"NC_010943","Stenotrophomonas maltophilia K279a","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Stenotrophomonas maltophilia",40324,"species"
360910,NA,"NC_010645","Bordetella avium 197N","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Bordetella avium",521,"species"
359391,NA,"NC_007618, NC_007624","Brucella melitensis biovar Abortus 2308","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Brucella abortus",235,"species"
262698,NA,"NC_006932, NC_006933","Brucella abortus bv. 1 str. 9-941","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Brucella abortus",235,"species"
470137,NA,"NC_010167, NC_010169","Brucella suis ATCC 23445","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Brucella suis",29461,"species"
214092,NA,"NC_003131, NC_003132, NC_003134, NC_003143","Yersinia pestis CO92","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Yersinia pestis",632,"species"
187410,NA,"NC_004088, NC_004838","Yersinia pestis KIM 10","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Yersinia pestis",632,"species"
229193,NA,"NC_005810, NC_005813, NC_005814, NC_005815, NC_005816","Yersinia pestis biovar Microtus str. 91001","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Yersinia pestis",632,"species"
377628,NA,"NC_008118, NC_008119, NC_008149","Yersinia pestis Nepal516","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Yersinia pestis",632,"species"
360102,NA,"NC_008120, NC_008121, NC_008122, NC_008150","Yersinia pestis Antiqua","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Yersinia pestis",632,"species"
386656,NA,"NC_009377, NC_009378, NC_009381","Yersinia pestis Pestoides F","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Yersinia pestis",632,"species"
349746,NA,"NC_010157, NC_010158, NC_010159","Yersinia pestis Angola","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Yersinia pestis",632,"species"
360095,NA,"NC_008783","Bartonella bacilliformis KC583","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Bartonella bacilliformis",774,"species"
384676,NA,"NC_008027","Pseudomonas entomophila L48","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Pseudomonas entomophila",312306,"species"
398577,NA,"NC_010551, NC_010552, NC_010553, NC_010557","Burkholderia ambifaria MC40-6","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Burkholderia ambifaria",152480,"species"
593588,NA,"NC_012667, NC_012668","Vibrio cholerae MJ-1236","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Vibrio cholerae",666,"species"
579112,NA,"NC_012578, NC_012580","Vibrio cholerae M66-2","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Vibrio cholerae",666,"species"
391165,NA,"NC_008343","Granulibacter bethesdensis CGDNIH1","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Granulibacter bethesdensis",364410,"species"
190486,NA,"NC_003919, NC_003921, NC_003922","Xanthomonas axonopodis pv. citri str. 306","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xanthomonas citri",346,"species"
160492,NA,"NC_002488, NC_002489, NC_002490","Xylella fastidiosa 9a5c","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xylella fastidiosa",2371,"species"
405440,NA,"NC_010513","Xylella fastidiosa M12","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Xylella fastidiosa",2371,"species"
402612,NA,"NC_009613","Flavobacterium psychrophilum JIP02/86","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Flavobacterium psychrophilum",96345,"species"
405955,NA,"NC_008563, NC_009837, NC_009838","Escherichia coli APEC O1","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Escherichia coli",562,"species"
311402,NA,"NC_011981, NC_011982, NC_011984, NC_011986, NC_011988, NC_011989, NC_011991","Agrobacterium vitis S4","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Agrobacterium vitis",373,"species"
364106,NA,"NC_007941, NC_007946","Escherichia coli UTI89","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Escherichia coli",562,"species"
331111,NA,"NC_009786, NC_009787, NC_009788, NC_009789, NC_009790, NC_009791, NC_009801","Escherichia coli E24377A","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Escherichia coli",562,"species"
198214,NA,"NC_004337, NC_004851","Shigella flexneri 2a str. 301","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Shigella flexneri",623,"species"
198215,NA,"NC_004741","Shigella flexneri 2a str. 2457T","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Shigella flexneri",623,"species"
300269,NA,"NC_007384, NC_007385, NC_009345, NC_009346, NC_009347","Shigella sonnei Ss046","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Shigella sonnei",624,"species"
300267,NA,"NC_007606, NC_007607, NC_009344","Shigella dysenteriae Sd197","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Shigella dysenteriae",622,"species"
300268,NA,"NC_007608, NC_007613","Shigella boydii Sb227","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Shigella boydii",621,"species"
373384,NA,"NC_008258","Shigella flexneri 5 str. 8401","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Shigella flexneri",623,"species"
344609,NA,"NC_010656, NC_010657, NC_010658, NC_010659, NC_010660, NC_010672","Shigella boydii CDC 3083-94","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Shigella boydii",621,"species"
269484,NA,"NC_007354","Ehrlichia canis str. Jake","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Ehrlichia canis",944,"species"
529507,NA,"NC_010554, NC_010555","Proteus mirabilis HI4320","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Proteus mirabilis",584,"species"
257363,NA,"NC_006142","Rickettsia typhi str. Wilmington","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Rickettsia typhi",785,"species"
634503,NA,"NC_012779","Edwardsiella ictaluri 93-146","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Edwardsiella ictaluri",67780,"species"
293613,NA,"NC_009879","Rickettsia canadensis str. McKiel","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Rickettsia canadensis",788,"species"
693978,NA,"NC_014738","Riemerella anatipestifer DSM 15868","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Riemerella anatipestifer",34085,"species"
434271,NA,"NC_010278","Actinobacillus pleuropneumoniae serovar 3 str. JL03","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Actinobacillus pleuropneumoniae",715,"species"
416269,NA,"NC_009053","Actinobacillus pleuropneumoniae serovar 5b str. L20","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Actinobacillus pleuropneumoniae",715,"species"
537457,NA,"NC_010939, NC_010940, NC_010941, NC_010942","Actinobacillus pleuropneumoniae serovar 7 str. AP76","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Actinobacillus pleuropneumoniae",715,"species"
550538,NA,"NC_011274","Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Salmonella enterica",28901,"species"
382245,NA,"NC_004923, NC_004924, NC_004925, NC_009348, NC_009349, NC_009350","Aeromonas salmonicida subsp. salmonicida A449","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Aeromonas salmonicida",645,"species"
41514,NA,"NC_010067","Salmonella enterica subsp. arizonae serovar 62:z4,z23:-- str.","bacillus",TRUE,"BacMap","unknown","unknown","high","no rank","Salmonella enterica",28901,"species"
423368,NA,"NC_009140, NC_011079, NC_011080","Salmonella enterica subsp. enterica serovar Newport str. SL254","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Salmonella enterica",28901,"species"
454169,NA,"NC_011081, NC_011082, NC_011083","Salmonella enterica subsp. enterica serovar Heidelberg str. SL476","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Salmonella enterica",28901,"species"
439843,NA,"NC_011092, NC_011093, NC_011094","Salmonella enterica subsp. enterica serovar Schwarzengrund str.","bacillus",TRUE,"BacMap","unknown","unknown","high","strain","Salmonella enterica",28901,"species"
