"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
240292,"Unknown","NC_007410, NC_007411, NC_007412, NC_007413, NC_014000","Anabaena variabilis ATCC 29413","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Trichormus variabilis",264691,"species"
326427,"Unknown","NC_011831","Chloroflexus aggregans DSM 9485","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Chloroflexus aggregans",152260,"species"
324602,"Unknown","NC_010175","Chloroflexus aurantiacus J-10-fl","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Chloroflexus aurantiacus",1108,"species"
480224,"Unknown","NC_012032","Chloroflexus sp. Y-400-fl","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Chloroflexus aurantiacus",1108,"species"
106370,"Unknown","NC_007777","Frankia sp. CcI3","branched",TRUE,"BacMap","unknown","sometimes","high","species","Frankia",1854,"genus"
298653,"Unknown","NC_009921","Frankia sp. EAN1pec","branched",TRUE,"BacMap","unknown","sometimes","high","species","Frankia",1854,"genus"
298654,"Unknown","NC_014666","Frankia sp. EuI1c","branched",TRUE,"BacMap","unknown","sometimes","high","species","Frankia",1854,"genus"
526225,"Unknown","NC_013757","Geodermatophilus obscurus DSM 43160","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Geodermatophilus obscurus",1861,"species"
526226,"Unknown","NC_013441, NC_013442","Gordonia bronchialis DSM 43247","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Gordonia bronchialis",2054,"species"
869210,"Unknown","NC_015387","Marinithermus hydrothermalis DSM 14884","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Marinithermus hydrothermalis",186192,"species"
247156,"Unknown","NC_006361, NC_006362, NC_006363","Nocardia farcinica IFM 10152","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Nocardia farcinica",37329,"species"
551115,"Unknown","NC_014248, NC_014249, NC_014250","Nostoc azollae 0708","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Trichormus azollae",1164,"species"
685727,"Unknown","NC_014659","Rhodococcus equi 103S","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Rhodococcus equi",43767,"species"
234621,"Unknown","NC_007486, NC_007487, NC_007491, NC_012490","Rhodococcus erythropolis PR4","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Rhodococcus erythropolis",1833,"species"
101510,"Unknown","NC_008268, NC_008269, NC_008270, NC_008271","Rhodococcus jostii RHA1","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Rhodococcus jostii",132919,"species"
632772,"Unknown","NC_006969, NC_006970, NC_012520, NC_012521, NC_012522, NC_012523","Rhodococcus opacus B4","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Rhodococcus opacus",37919,"species"
357808,"Unknown","NC_009523","Roseiflexus sp. RS-1","branched",TRUE,"BacMap","unknown","sometimes","high","species","Roseiflexus",120961,"genus"
405948,"Unknown","NC_009142","Saccharopolyspora erythraea NRRL 2338","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Saccharopolyspora erythraea",1836,"species"
519441,"Unknown","NC_013515, NC_013516","Streptobacillus moniliformis DSM 12112","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Streptobacillus moniliformis",34105,"species"
455632,"Unknown","NC_010572","Streptomyces griseus subsp. griseus NBRC 13350","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Streptomyces griseus",1911,"species"
204536,"Unknown","NC_012438","Sulfurihydrogenibium azorense Az-Fu1","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Sulfurihydrogenibium azorense",309806,"species"
638303,"Unknown","NC_013894","Thermocrinis albus DSM 14484","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Thermocrinis albus",136094,"species"
471852,"Unknown","NC_013510","Thermomonospora curvata DSM 43183","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Thermomonospora curvata",2020,"species"
203124,"Unknown","NC_008312","Trichodesmium erythraeum IMS101","branched",TRUE,"BacMap","unknown","sometimes","high","strain","Trichodesmium erythraeum",1206,"species"
2147,"Unknown","Unknown","Acholeplasma","branched",TRUE,"Bergey's Manual","exp","always","high","genus","Acholeplasmataceae",2146,"family"
53634,"Unknown","Unknown","Acidimicrobium","branched",TRUE,"Bergey's Manual","exp","always","high","genus","Acidimicrobiaceae",84994,"family"
76833,"Unknown","Unknown","Actinobaculum","branched",TRUE,"Bergey's Manual","exp","always","high","genus","Actinomycetaceae",2049,"family"
1654,"Unknown","Unknown","Actinomyces","branched",TRUE,"Bergey's Manual","exp","sometimes","high","genus","Actinomycetaceae",2049,"family"
153265,"Unknown","Unknown","Aequorivita","branched",TRUE,"Bergey's Manual","exp","always","high","genus","Flavobacteriaceae",49546,"family"
2040,"Unknown","Unknown","Aeromicrobium","branched",TRUE,"Bergey's Manual","exp","sometimes","high","genus","Nocardioidaceae",85015,"family"
374,"Unknown","Unknown","Agromonas","branched",TRUE,"Bergey's Manual","exp","always","high","genus","Bradyrhizobiaceae",41294,"family"
