"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Confidence_in_curation","Rank","Parent_name","Parent_NCBI_ID","Parent_rank"
573,573.23989,NA,"Klebsiella pneumoniae strain 24","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24012,NA,"Klebsiella pneumoniae strain 36","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24033,NA,"Klebsiella pneumoniae strain 523","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24038,NA,"Klebsiella pneumoniae strain 9","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.17867,NA,"Klebsiella pneumoniae strain CST_2_1","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24041,NA,"Klebsiella pneumoniae strain FH-2","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24044,NA,"Klebsiella pneumoniae strain MRSN14213","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24048,NA,"Klebsiella pneumoniae strain MUGSI_102","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24052,NA,"Klebsiella pneumoniae strain MUGSI_112","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24055,NA,"Klebsiella pneumoniae strain MUGSI_115","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.2406,NA,"Klebsiella pneumoniae strain MUGSI_120","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24063,NA,"Klebsiella pneumoniae strain MUGSI_124","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24067,NA,"Klebsiella pneumoniae strain MUGSI_128","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24167,NA,"Klebsiella pneumoniae strain MUGSI_86","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.24177,NA,"Klebsiella pneumoniae strain MUGSI_98","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
573,573.17872,NA,"Klebsiella pneumoniae strain PMB_2_4","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Klebsiella",570,"genus"
1773,1733.907,NA,"Mycobacterium tuberculosis 12223","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.646,NA,"Mycobacterium tuberculosis 15-000611","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.795,NA,"Mycobacterium tuberculosis 15-000767","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.692,NA,"Mycobacterium tuberculosis 15-001267","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.635,NA,"Mycobacterium tuberculosis 15-006439","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.629,NA,"Mycobacterium tuberculosis 15-007199","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.695,NA,"Mycobacterium tuberculosis 15-009113","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.621,NA,"Mycobacterium tuberculosis 15-009942","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.832,NA,"Mycobacterium tuberculosis 15-015398","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.808,NA,"Mycobacterium tuberculosis 15-017100","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.828,NA,"Mycobacterium tuberculosis 16-003175","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.838,NA,"Mycobacterium tuberculosis 16-004615","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.841,NA,"Mycobacterium tuberculosis 16-006349","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.514,NA,"Mycobacterium tuberculosis 17906","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.859,NA,"Mycobacterium tuberculosis 1935","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.154,NA,"Mycobacterium tuberculosis 3911-12","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.1551,NA,"Mycobacterium tuberculosis 3919-12","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.94,NA,"Mycobacterium tuberculosis 6967","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
1773,1733.477,NA,"Mycobacterium tuberculosis G-018C_6","resistance to amikacin",TRUE,"PATRIC","igc","always","high","species","Mycobacterium",1763,"genus"
