"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Confidence_in_curation"
2282743,NA,NA,"Desulfohalotomaculum","elliptic",TRUE,"Bergey's Manual","exp","always","genus","Peptococcaceae",186807,"family","High"
2282742,NA,NA,"Desulfofarcimen","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptococcaceae",186807,"family","High"
2282742,NA,NA,"Desulfofarcimen","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptococcaceae",186807,"family","High"
2282741,NA,NA,"Desulfofundulus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptococcaceae",186807,"family","High"
2282741,NA,NA,"Desulfofundulus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptococcaceae",186807,"family","High"
2282740,NA,NA,"Desulfallas","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Desulfallaceae",2867375,"family","High"
2282740,NA,NA,"Desulfallas","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Desulfallaceae",2867375,"family","High"
2026179,NA,NA,"Desulfocucumis","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptococcaceae",186807,"family","High"
2026179,NA,NA,"Desulfocucumis","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptococcaceae",186807,"family","High"
1940395,NA,NA,"Caenibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Sporolactobacillaceae",186821,"family","High"
1940395,NA,NA,"Caenibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Sporolactobacillaceae",186821,"family","High"
1918385,NA,NA,"Acutalibacter","endospore",TRUE,"Bergey's Manual","exp","always","genus","Oscillospiraceae",216572,"family","High"
1890224,NA,NA,"Polygonibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1890224,NA,NA,"Polygonibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1884449,NA,NA,"Salipaludibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1884449,NA,NA,"Salipaludibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1843210,NA,NA,"Anaerocolumna","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Lachnospiraceae",186803,"family","High"
1843210,NA,NA,"Anaerocolumna","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Lachnospiraceae",186803,"family","High"
1843206,NA,NA,"Anaerotaenia","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Lachnospiraceae",186803,"family","High"
1843206,NA,NA,"Anaerotaenia","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Lachnospiraceae",186803,"family","High"
1817571,NA,NA,"Fermentibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1817571,NA,NA,"Fermentibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1769738,NA,NA,"Compostibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1769738,NA,NA,"Compostibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1649504,NA,NA,"Texcoconibacillus","endospore",TRUE,"Bergey's Manual","exp","always","genus","Bacillaceae",186817,"family","High"
1649496,NA,NA,"Sinibacillus","endospore",TRUE,"Bergey's Manual","exp","always","genus","Bacillaceae",186817,"family","High"
1647190,NA,NA,"Aquibacillus","endospore",TRUE,"Bergey's Manual","exp","always","genus","Bacillaceae",186817,"family","High"
1502725,NA,NA,"Effusibacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Alicyclobacillaceae",186823,"family","High"
1502725,NA,NA,"Effusibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Alicyclobacillaceae",186823,"family","High"
1500514,NA,NA,"Thermolongibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1500514,NA,NA,"Thermolongibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
1434026,NA,NA,"Oceanirhabdus","endospore",TRUE,"Bergey's Manual","exp","always","genus","Clostridiaceae",31979,"family","High"
1392389,NA,NA,"Intestinimonas","endospore",TRUE,"Bergey's Manual","exp","always","genus","Eubacteriales",186802,"order","High"
1326739,NA,NA,"Calderihabitans","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Thermoanaerobacteraceae",186814,"family","High"
1326739,NA,NA,"Calderihabitans","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Thermoanaerobacteraceae",186814,"family","High"
1242734,NA,NA,"Fuchsiella","endospore",TRUE,"Bergey's Manual","exp","always","genus","Halobacteroidaceae",53434,"family","High"
698776,NA,NA,"Cellulosilyticum","endospore",TRUE,"Bergey's Manual","exp","always","genus","Lachnospiraceae",186803,"family","High"
673534,NA,NA,"Plantactinospora","endospore",TRUE,"Bergey's Manual","exp","always","genus","Micromonosporaceae",28056,"family","High"
667112,NA,NA,"Lutispora","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Clostridiaceae",31979,"family","High"
667112,NA,NA,"Lutispora","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Clostridiaceae",31979,"family","High"
583360,NA,NA,"Umezawaea","endospore",TRUE,"Bergey's Manual","exp","always","genus","Pseudonocardiaceae",2070,"family","High"
510701,NA,NA,"Desulfurispora","elliptic",TRUE,"Bergey's Manual","exp","always","genus","Desulfotomaculaceae",2937910,"family","High"
475230,NA,NA,"Pullulanibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Sporolactobacillaceae",186821,"family","High"
475230,NA,NA,"Pullulanibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Sporolactobacillaceae",186821,"family","High"
418453,NA,NA,"Desulfovirgula","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Thermoanaerobacteraceae",186814,"family","High"
418453,NA,NA,"Desulfovirgula","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Thermoanaerobacteraceae",186814,"family","High"
360541,NA,NA,"Sporacetigenium","endospore",TRUE,"Bergey's Manual","exp","always","genus","Peptostreptococcaceae",186804,"family","High"
338583,NA,NA,"Polymorphospora","bacillus",TRUE,"Bergey's Manual","exp","sometimes","genus","Micromonosporaceae",28056,"family","High"
338583,NA,NA,"Polymorphospora","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Micromonosporaceae",28056,"family","High"
338583,NA,NA,"Polymorphospora","sigmoid",TRUE,"Bergey's Manual","exp","sometimes","genus","Micromonosporaceae",28056,"family","High"
331971,NA,NA,"Thalassobacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
331971,NA,NA,"Thalassobacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
331654,NA,NA,"Alkalibacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
331654,NA,NA,"Alkalibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
329857,NA,NA,"Cohnella","endospore",TRUE,"Bergey's Manual","exp","always","genus","Paenibacillaceae",186822,"family","High"
288018,NA,NA,"Yeosuana","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Flavobacteriaceae",49546,"family","High"
288018,NA,NA,"Yeosuana","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Flavobacteriaceae",49546,"family","High"
286800,NA,NA,"Tenuibacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
286800,NA,NA,"Tenuibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
285105,NA,NA,"Tepidimicrobium","endospore",TRUE,"Bergey's Manual","exp","always","genus","Tissierellaceae",1737406,"family","High"
253183,NA,NA,"Myceligenerans","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Promicromonosporaceae",85017,"family","High"
253183,NA,NA,"Myceligenerans","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Promicromonosporaceae",85017,"family","High"
249529,NA,NA,"Caldanaerobacter","endospore",TRUE,"Bergey's Manual","exp","always","genus","Thermoanaerobacteraceae",186814,"family","High"
227864,NA,NA,"Cerasibacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
227864,NA,NA,"Cerasibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
224458,NA,NA,"Pyxidicoccus","bacillus",TRUE,"Bergey's Manual","exp","sometimes","genus","Myxococcaceae",31,"family","High"
224458,NA,NA,"Pyxidicoccus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Myxococcaceae",31,"family","High"
224455,NA,NA,"Hyalangium","bacillus",TRUE,"Bergey's Manual","exp","sometimes","genus","Archangiaceae",39,"family","High"
224455,NA,NA,"Hyalangium","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Archangiaceae",39,"family","High"
218204,NA,NA,"Garciella","endospore",TRUE,"Bergey's Manual","exp","always","genus","Eubacteriaceae",186806,"family","High"
214904,NA,NA,"Tepidibacter","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptostreptococcaceae",186804,"family","High"
214904,NA,NA,"Tepidibacter","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Peptostreptococcaceae",186804,"family","High"
200903,NA,NA,"Paraliobacillus","endospore",TRUE,"Bergey's Manual","exp","always","genus","Bacillaceae",186817,"family","High"
191373,NA,NA,"Pelotomaculum","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Desulfotomaculaceae",2937910,"family","High"
191373,NA,NA,"Pelotomaculum","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Desulfotomaculaceae",2937910,"family","High"
190972,NA,NA,"Sedimentibacter","elliptic",TRUE,"Bergey's Manual","exp","always","genus","Tissierellia",1737404,"class","High"
182709,NA,NA,"Oceanobacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
182709,NA,NA,"Oceanobacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
175304,NA,NA,"Lentibacillus","endospore",TRUE,"Bergey's Manual","exp","always","genus","Bacillaceae",186817,"family","High"
166588,NA,NA,"Chloronema","endospore",TRUE,"Bergey's Manual","exp","always","genus","Oscillochloridaceae",104174,"family","High"
165812,NA,NA,"Sporanaerobacter","elliptic",TRUE,"Bergey's Manual","exp","always","genus","Tissierellaceae",1737406,"family","High"
160795,NA,NA,"Ureibacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Planococcaceae",186818,"family","High"
160795,NA,NA,"Ureibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Planococcaceae",186818,"family","High"
160794,NA,NA,"Filobacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
160794,NA,NA,"Filobacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
159730,NA,NA,"Thermovenabulum","endospore",TRUE,"Bergey's Manual","exp","always","genus","Thermosediminibacteraceae",2770093,"family","High"
157226,NA,NA,"Jeotgalibacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Planococcaceae",186818,"family","High"
157226,NA,NA,"Jeotgalibacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Planococcaceae",186818,"family","High"
157226,NA,NA,"Jeotgalibacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Planococcaceae",186818,"family","High"
150818,NA,NA,"Heliophilum","endospore",TRUE,"Bergey's Manual","exp","always","genus","Heliobacteriaceae",31984,"family","High"
150247,NA,NA,"Anoxybacillus","bacillus",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
150247,NA,NA,"Anoxybacillus","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
150247,NA,NA,"Anoxybacillus","elliptic",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
150247,NA,NA,"Anoxybacillus","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Bacillaceae",186817,"family","High"
150059,NA,NA,"Halonatronum","endospore",TRUE,"Bergey's Manual","exp","always","genus","Halobacteroidaceae",53434,"family","High"
146813,NA,NA,"Dendrosporobacter","coccus",TRUE,"Bergey's Manual","exp","always","genus","Sporomusaceae",1843490,"family","High"
140458,NA,NA,"Thermacetogenium","coccus",TRUE,"Bergey's Manual","exp","sometimes","genus","Thermoanaerobacteraceae",186814,"family","High"
140458,NA,NA,"Thermacetogenium","endospore",TRUE,"Bergey's Manual","exp","sometimes","genus","Thermoanaerobacteraceae",186814,"family","High"
